Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
186624000,6144,0,0,0,0,0,0,0,0,0,1.8054
373248000,12288,0,0,0,0,0,0,0,0,0,3.8891
559872000,18432,0,0,0,0,0,0,0,0,0,4.8408
746496000,24576,0,0,0,0,0,0,0,0,0,12.0467
559872000,36864,0,0,0,0,0,0,0,0,0,10.5254
497664000,8192,0,0,0,0,0,0,0,0,0,2.8551
622080000,10240,0,0,0,0,0,0,0,0,0,3.6931
870912000,14336,0,0,0,0,0,0,0,0,0,7.4146
1057536000,17408,0,0,0,0,0,0,0,0,0,11.0367
165888000,12288,0,0,0,0,0,0,0,0,0,3.9488
221184000,16384,0,0,0,0,0,0,0,0,0,5.838
276480000,20480,0,0,0,0,0,0,0,0,0,8.1959
304128000,22528,0,0,0,0,0,0,0,0,0,10.5964
110592000,24576,0,0,0,0,0,0,0,0,0,2.5994
221184000,49152,0,0,0,0,0,0,0,0,0,5.9658
294912000,65536,0,0,0,0,0,0,0,0,0,8.6731
311040000,12288,0,0,0,0,0,0,0,0,0,3.4318
414720000,16384,0,0,0,0,0,0,0,0,0,5.0013
435456000,28672,0,0,0,0,0,0,0,0,0,5.6874
497664000,32768,0,0,0,0,0,0,0,0,0,7.2911
528768000,34816,0,0,0,0,0,0,0,0,0,8.0169
41472000,4096,0,0,0,0,0,0,0,0,0,1.2642
82944000,8192,0,0,0,0,0,0,0,0,0,1.7684
124416000,12288,0,0,0,0,0,0,0,0,0,2.1733
165888000,16384,0,0,0,0,0,0,0,0,0,2.6278
186624000,18432,0,0,0,0,0,0,0,0,0,2.9985
207360000,20480,0,0,0,0,0,0,0,0,0,3.4403
110592000,16384,0,0,0,0,0,0,0,0,0,3.6079
165888000,24576,0,0,0,0,0,0,0,0,0,5.9658
221184000,32768,0,0,0,0,0,0,0,0,0,8.8152
248832000,36864,0,0,0,0,0,0,0,0,0,10.5112
518400000,20480,0,0,0,0,0,0,0,0,0,7.0453
622080000,24576,0,0,0,0,0,0,0,0,0,9.2044
673920000,26624,0,0,0,0,0,0,0,0,0,10.7995
186624000,24576,0,0,0,0,0,0,0,0,0,3.1931
311040000,40960,0,0,0,0,0,0,0,0,0,5.7698
590976000,38912,0,0,0,0,0,0,0,0,0,9.6873
622080000,40960,0,0,0,0,0,0,0,0,0,10.7811
559872000,18432,0,0,0,0,0,0,0,0,0,6.1845
622080000,20480,0,0,0,0,0,0,0,0,0,7.7271
684288000,22528,0,0,0,0,0,0,0,0,0,9.4714
373248000,49152,0,0,0,0,0,0,0,0,0,7.301
466560000,61440,0,0,0,0,0,0,0,0,0,10.4259
