Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
1032192000,7168,0,0,0,0,0,0,0,0,-0.23837,1.0141
737280000,5120,0,0,0,0,0,0,0,0,-0.23837,0.6563
442368000,3072,0,0,0,0,0,0,0,0,-0.23837,0.2984
684288000,45056,0,0,0,0,0,0,0,0,-0.23837,0.8622
497664000,32768,0,0,0,0,0,0,0,0,-0.23837,0.5621
311040000,20480,0,0,0,0,0,0,0,0,-0.23837,0.2619
497664000,65536,0,0,0,0,0,0,0,0,-0.23837,0.7818
373248000,49152,0,0,0,0,0,0,0,0,-0.23837,0.5267
248832000,32768,0,0,0,0,0,0,0,0,-0.23837,0.2717
393984000,77824,0,0,0,0,0,0,0,0,-0.23837,0.7432
290304000,57344,0,0,0,0,0,0,0,0,-0.23837,0.4849
186624000,36864,0,0,0,0,0,0,0,0,-0.23837,0.2266
933120000,30720,0,0,0,0,0,0,0,0,-0.23837,1.0565
684288000,22528,0,0,0,0,0,0,0,0,-0.23837,0.7112
435456000,14336,0,0,0,0,0,0,0,0,-0.23837,0.3659
715392000,47104,0,0,0,0,0,0,0,0,-0.23837,0.9123
528768000,34816,0,0,0,0,0,0,0,0,-0.23837,0.6121
342144000,22528,0,0,0,0,0,0,0,0,-0.23837,0.3119
580608000,57344,0,0,0,0,0,0,0,0,-0.23837,0.8236
435456000,43008,0,0,0,0,0,0,0,0,-0.23837,0.5581
290304000,28672,0,0,0,0,0,0,0,0,-0.23837,0.2926
1181952000,19456,0,0,0,0,0,0,0,0,-0.23837,1.2713
870912000,14336,0,0,0,0,0,0,0,0,-0.23837,0.874
559872000,9216,0,0,0,0,0,0,0,0,-0.23837,0.4767
933120000,30720,0,0,0,0,0,0,0,0,-0.23837,1.0565
684288000,22528,0,0,0,0,0,0,0,0,-0.23837,0.7112
466560000,15360,0,0,0,0,0,0,0,0,-0.23837,0.409
725760000,35840,0,0,0,0,0,0,0,0,-0.23837,0.8488
539136000,26624,0,0,0,0,0,0,0,0,-0.23837,0.5693
352512000,17408,0,0,0,0,0,0,0,0,-0.23837,0.2897
691200000,51200,0,0,0,0,0,0,0,0,-0.23837,0.9115
497664000,36864,0,0,0,0,0,0,0,0,-0.23837,0.5895
331776000,24576,0,0,0,0,0,0,0,0,-0.23837,0.3136
470016000,69632,0,0,0,0,0,0,0,0,-0.23837,0.777
345600000,51200,0,0,0,0,0,0,0,0,-0.23837,0.5082
235008000,34816,0,0,0,0,0,0,0,0,-0.23837,0.2693
368640000,81920,0,0,0,0,0,0,0,0,-0.23837,0.7411
276480000,61440,0,0,0,0,0,0,0,0,-0.23837,0.4962
184320000,40960,0,0,0,0,0,0,0,0,-0.23837,0.2514
884736000,32768,0,0,0,0,0,0,0,0,-0.23837,1.0137
663552000,24576,0,0,0,0,0,0,0,0,-0.23837,0.7007
442368000,16384,0,0,0,0,0,0,0,0,-0.23837,0.3877
608256000,45056,0,0,0,0,0,0,0,0,-0.23837,0.7735
456192000,33792,0,0,0,0,0,0,0,0,-0.23837,0.5205
304128000,22528,0,0,0,0,0,0,0,0,-0.23837,0.2676
470016000,52224,0,0,0,0,0,0,0,0,-0.23837,0.6603
340992000,37888,0,0,0,0,0,0,0,0,-0.23837,0.4136
230400000,25600,0,0,0,0,0,0,0,0,-0.23837,0.2021
479232000,53248,0,0,0,0,0,0,0,0,-0.23837,0.6779
359424000,39936,0,0,0,0,0,0,0,0,-0.23837,0.4488
239616000,26624,0,0,0,0,0,0,0,0,-0.23837,0.2198
