Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
186624000,6144,0,0,0,0,0,0,0,0,0,0.1352
373248000,12288,0,0,0,0,0,0,0,0,0,0.2913
559872000,18432,0,0,0,0,0,0,0,0,0,0.3626
746496000,24576,0,0,0,0,0,0,0,0,0,0.9024
559872000,36864,0,0,0,0,0,0,0,0,0,0.7884
497664000,8192,0,0,0,0,0,0,0,0,0,0.2139
622080000,10240,0,0,0,0,0,0,0,0,0,0.2766
870912000,14336,0,0,0,0,0,0,0,0,0,0.5554
1057536000,17408,0,0,0,0,0,0,0,0,0,0.8267
165888000,12288,0,0,0,0,0,0,0,0,0,0.2958
221184000,16384,0,0,0,0,0,0,0,0,0,0.4373
276480000,20480,0,0,0,0,0,0,0,0,0,0.6139
304128000,22528,0,0,0,0,0,0,0,0,0,0.7937
110592000,24576,0,0,0,0,0,0,0,0,0,0.1947
221184000,49152,0,0,0,0,0,0,0,0,0,0.4469
294912000,65536,0,0,0,0,0,0,0,0,0,0.6497
311040000,12288,0,0,0,0,0,0,0,0,0,0.2571
414720000,16384,0,0,0,0,0,0,0,0,0,0.3746
435456000,28672,0,0,0,0,0,0,0,0,0,0.426
497664000,32768,0,0,0,0,0,0,0,0,0,0.5461
528768000,34816,0,0,0,0,0,0,0,0,0,0.6005
41472000,4096,0,0,0,0,0,0,0,0,0,0.0947
82944000,8192,0,0,0,0,0,0,0,0,0,0.1325
124416000,12288,0,0,0,0,0,0,0,0,0,0.1628
165888000,16384,0,0,0,0,0,0,0,0,0,0.1968
186624000,18432,0,0,0,0,0,0,0,0,0,0.2246
207360000,20480,0,0,0,0,0,0,0,0,0,0.2577
110592000,16384,0,0,0,0,0,0,0,0,0,0.2703
165888000,24576,0,0,0,0,0,0,0,0,0,0.4469
221184000,32768,0,0,0,0,0,0,0,0,0,0.6603
248832000,36864,0,0,0,0,0,0,0,0,0,0.7874
518400000,20480,0,0,0,0,0,0,0,0,0,0.5277
622080000,24576,0,0,0,0,0,0,0,0,0,0.6895
673920000,26624,0,0,0,0,0,0,0,0,0,0.809
186624000,24576,0,0,0,0,0,0,0,0,0,0.2392
311040000,40960,0,0,0,0,0,0,0,0,0,0.4322
590976000,38912,0,0,0,0,0,0,0,0,0,0.7256
622080000,40960,0,0,0,0,0,0,0,0,0,0.8076
559872000,18432,0,0,0,0,0,0,0,0,0,0.4633
622080000,20480,0,0,0,0,0,0,0,0,0,0.5788
684288000,22528,0,0,0,0,0,0,0,0,0,0.7095
373248000,49152,0,0,0,0,0,0,0,0,0,0.5469
466560000,61440,0,0,0,0,0,0,0,0,0,0.781
