Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
1032192000,7168,0,0,0,0,0,0,0,0,-0.14879,0.633
737280000,5120,0,0,0,0,0,0,0,0,-0.14879,0.4096
442368000,3072,0,0,0,0,0,0,0,0,-0.14879,0.1863
684288000,45056,0,0,0,0,0,0,0,0,-0.14879,0.5382
497664000,32768,0,0,0,0,0,0,0,0,-0.14879,0.3508
311040000,20480,0,0,0,0,0,0,0,0,-0.14879,0.1635
497664000,65536,0,0,0,0,0,0,0,0,-0.14879,0.488
373248000,49152,0,0,0,0,0,0,0,0,-0.14879,0.3288
248832000,32768,0,0,0,0,0,0,0,0,-0.14879,0.1696
393984000,77824,0,0,0,0,0,0,0,0,-0.14879,0.4639
290304000,57344,0,0,0,0,0,0,0,0,-0.14879,0.3027
186624000,36864,0,0,0,0,0,0,0,0,-0.14879,0.1414
933120000,30720,0,0,0,0,0,0,0,0,-0.14879,0.6594
684288000,22528,0,0,0,0,0,0,0,0,-0.14879,0.4439
435456000,14336,0,0,0,0,0,0,0,0,-0.14879,0.2284
715392000,47104,0,0,0,0,0,0,0,0,-0.14879,0.5694
528768000,34816,0,0,0,0,0,0,0,0,-0.14879,0.3821
342144000,22528,0,0,0,0,0,0,0,0,-0.14879,0.1947
580608000,57344,0,0,0,0,0,0,0,0,-0.14879,0.5141
435456000,43008,0,0,0,0,0,0,0,0,-0.14879,0.3484
290304000,28672,0,0,0,0,0,0,0,0,-0.14879,0.1827
1181952000,19456,0,0,0,0,0,0,0,0,-0.14879,0.7935
870912000,14336,0,0,0,0,0,0,0,0,-0.14879,0.5455
559872000,9216,0,0,0,0,0,0,0,0,-0.14879,0.2976
933120000,30720,0,0,0,0,0,0,0,0,-0.14879,0.6594
684288000,22528,0,0,0,0,0,0,0,0,-0.14879,0.4439
466560000,15360,0,0,0,0,0,0,0,0,-0.14879,0.2553
725760000,35840,0,0,0,0,0,0,0,0,-0.14879,0.5298
539136000,26624,0,0,0,0,0,0,0,0,-0.14879,0.3553
352512000,17408,0,0,0,0,0,0,0,0,-0.14879,0.1808
691200000,51200,0,0,0,0,0,0,0,0,-0.14879,0.5689
497664000,36864,0,0,0,0,0,0,0,0,-0.14879,0.368
331776000,24576,0,0,0,0,0,0,0,0,-0.14879,0.1957
470016000,69632,0,0,0,0,0,0,0,0,-0.14879,0.485
345600000,51200,0,0,0,0,0,0,0,0,-0.14879,0.3172
235008000,34816,0,0,0,0,0,0,0,0,-0.14879,0.1681
368640000,81920,0,0,0,0,0,0,0,0,-0.14879,0.4626
276480000,61440,0,0,0,0,0,0,0,0,-0.14879,0.3097
184320000,40960,0,0,0,0,0,0,0,0,-0.14879,0.1569
884736000,32768,0,0,0,0,0,0,0,0,-0.14879,0.6328
663552000,24576,0,0,0,0,0,0,0,0,-0.14879,0.4374
442368000,16384,0,0,0,0,0,0,0,0,-0.14879,0.242
608256000,45056,0,0,0,0,0,0,0,0,-0.14879,0.4828
456192000,33792,0,0,0,0,0,0,0,0,-0.14879,0.3249
304128000,22528,0,0,0,0,0,0,0,0,-0.14879,0.167
470016000,52224,0,0,0,0,0,0,0,0,-0.14879,0.4121
340992000,37888,0,0,0,0,0,0,0,0,-0.14879,0.2581
230400000,25600,0,0,0,0,0,0,0,0,-0.14879,0.1262
479232000,53248,0,0,0,0,0,0,0,0,-0.14879,0.4231
359424000,39936,0,0,0,0,0,0,0,0,-0.14879,0.2801
239616000,26624,0,0,0,0,0,0,0,0,-0.14879,0.1372
