Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
1032192000,7168,0,0,0,0,0,0,0,0,-0.27566,1.3049
737280000,5120,0,0,0,0,0,0,0,0,-0.27566,0.8533
442368000,3072,0,0,0,0,0,0,0,0,-0.27566,0.4017
684288000,45056,0,0,0,0,0,0,0,0,-0.27566,1.4476
497664000,32768,0,0,0,0,0,0,0,0,-0.27566,0.9777
311040000,20480,0,0,0,0,0,0,0,0,-0.27566,0.5077
497664000,65536,0,0,0,0,0,0,0,0,-0.27566,1.5268
373248000,49152,0,0,0,0,0,0,0,0,-0.27566,1.0762
248832000,32768,0,0,0,0,0,0,0,0,-0.27566,0.6256
393984000,77824,0,0,0,0,0,0,0,0,-0.27566,1.5861
290304000,57344,0,0,0,0,0,0,0,0,-0.27566,1.0962
186624000,36864,0,0,0,0,0,0,0,0,-0.27566,0.6062
933120000,30720,0,0,0,0,0,0,0,0,-0.27566,1.5594
684288000,22528,0,0,0,0,0,0,0,0,-0.27566,1.0701
435456000,14336,0,0,0,0,0,0,0,0,-0.27566,0.5807
715392000,47104,0,0,0,0,0,0,0,0,-0.27566,1.526
528768000,34816,0,0,0,0,0,0,0,0,-0.27566,1.056
342144000,22528,0,0,0,0,0,0,0,0,-0.27566,0.586
580608000,57344,0,0,0,0,0,0,0,0,-0.27566,1.5069
435456000,43008,0,0,0,0,0,0,0,0,-0.27566,1.0613
290304000,28672,0,0,0,0,0,0,0,0,-0.27566,0.6156
1181952000,19456,0,0,0,0,0,0,0,0,-0.27566,1.7227
870912000,14336,0,0,0,0,0,0,0,0,-0.27566,1.1968
559872000,9216,0,0,0,0,0,0,0,0,-0.27566,0.6709
933120000,30720,0,0,0,0,0,0,0,0,-0.27566,1.5594
684288000,22528,0,0,0,0,0,0,0,0,-0.27566,1.0701
466560000,15360,0,0,0,0,0,0,0,0,-0.27566,0.6419
725760000,35840,0,0,0,0,0,0,0,0,-0.27566,1.3519
539136000,26624,0,0,0,0,0,0,0,0,-0.27566,0.9334
352512000,17408,0,0,0,0,0,0,0,0,-0.27566,0.5149
691200000,51200,0,0,0,0,0,0,0,0,-0.27566,1.5604
497664000,36864,0,0,0,0,0,0,0,0,-0.27566,1.0463
331776000,24576,0,0,0,0,0,0,0,0,-0.27566,0.6056
470016000,69632,0,0,0,0,0,0,0,0,-0.27566,1.5564
345600000,51200,0,0,0,0,0,0,0,0,-0.27566,1.0714
235008000,34816,0,0,0,0,0,0,0,0,-0.27566,0.6404
368640000,81920,0,0,0,0,0,0,0,0,-0.27566,1.6189
276480000,61440,0,0,0,0,0,0,0,0,-0.27566,1.1453
184320000,40960,0,0,0,0,0,0,0,0,-0.27566,0.6716
884736000,32768,0,0,0,0,0,0,0,0,-0.27566,1.5253
663552000,24576,0,0,0,0,0,0,0,0,-0.27566,1.0751
442368000,16384,0,0,0,0,0,0,0,0,-0.27566,0.6248
608256000,45056,0,0,0,0,0,0,0,0,-0.27566,1.3401
456192000,33792,0,0,0,0,0,0,0,0,-0.27566,0.9361
304128000,22528,0,0,0,0,0,0,0,0,-0.27566,0.5322
470016000,52224,0,0,0,0,0,0,0,0,-0.27566,1.2646
340992000,37888,0,0,0,0,0,0,0,0,-0.27566,0.8418
230400000,25600,0,0,0,0,0,0,0,0,-0.27566,0.4794
479232000,53248,0,0,0,0,0,0,0,0,-0.27566,1.2948
359424000,39936,0,0,0,0,0,0,0,0,-0.27566,0.9022
239616000,26624,0,0,0,0,0,0,0,0,-0.27566,0.5096
