Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
1032192000,7168,0,0,0,0,0,0,0,0,-0.27252,1.1594
737280000,5120,0,0,0,0,0,0,0,0,-0.27252,0.7503
442368000,3072,0,0,0,0,0,0,0,0,-0.27252,0.3412
684288000,45056,0,0,0,0,0,0,0,0,-0.27252,0.9858
497664000,32768,0,0,0,0,0,0,0,0,-0.27252,0.6426
311040000,20480,0,0,0,0,0,0,0,0,-0.27252,0.2994
497664000,65536,0,0,0,0,0,0,0,0,-0.27252,0.8938
373248000,49152,0,0,0,0,0,0,0,0,-0.27252,0.6022
248832000,32768,0,0,0,0,0,0,0,0,-0.27252,0.3106
393984000,77824,0,0,0,0,0,0,0,0,-0.27252,0.8497
290304000,57344,0,0,0,0,0,0,0,0,-0.27252,0.5544
186624000,36864,0,0,0,0,0,0,0,0,-0.27252,0.259
933120000,30720,0,0,0,0,0,0,0,0,-0.27252,1.2078
684288000,22528,0,0,0,0,0,0,0,0,-0.27252,0.8131
435456000,14336,0,0,0,0,0,0,0,0,-0.27252,0.4183
715392000,47104,0,0,0,0,0,0,0,0,-0.27252,1.043
528768000,34816,0,0,0,0,0,0,0,0,-0.27252,0.6998
342144000,22528,0,0,0,0,0,0,0,0,-0.27252,0.3566
580608000,57344,0,0,0,0,0,0,0,0,-0.27252,0.9417
435456000,43008,0,0,0,0,0,0,0,0,-0.27252,0.6381
290304000,28672,0,0,0,0,0,0,0,0,-0.27252,0.3346
1181952000,19456,0,0,0,0,0,0,0,0,-0.27252,1.4534
870912000,14336,0,0,0,0,0,0,0,0,-0.27252,0.9992
559872000,9216,0,0,0,0,0,0,0,0,-0.27252,0.545
933120000,30720,0,0,0,0,0,0,0,0,-0.27252,1.2078
684288000,22528,0,0,0,0,0,0,0,0,-0.27252,0.8131
466560000,15360,0,0,0,0,0,0,0,0,-0.27252,0.4676
725760000,35840,0,0,0,0,0,0,0,0,-0.27252,0.9704
539136000,26624,0,0,0,0,0,0,0,0,-0.27252,0.6508
352512000,17408,0,0,0,0,0,0,0,0,-0.27252,0.3312
691200000,51200,0,0,0,0,0,0,0,0,-0.27252,1.0421
497664000,36864,0,0,0,0,0,0,0,0,-0.27252,0.674
331776000,24576,0,0,0,0,0,0,0,0,-0.27252,0.3585
470016000,69632,0,0,0,0,0,0,0,0,-0.27252,0.8883
345600000,51200,0,0,0,0,0,0,0,0,-0.27252,0.581
235008000,34816,0,0,0,0,0,0,0,0,-0.27252,0.3079
368640000,81920,0,0,0,0,0,0,0,0,-0.27252,0.8473
276480000,61440,0,0,0,0,0,0,0,0,-0.27252,0.5673
184320000,40960,0,0,0,0,0,0,0,0,-0.27252,0.2874
884736000,32768,0,0,0,0,0,0,0,0,-0.27252,1.159
663552000,24576,0,0,0,0,0,0,0,0,-0.27252,0.8011
442368000,16384,0,0,0,0,0,0,0,0,-0.27252,0.4432
608256000,45056,0,0,0,0,0,0,0,0,-0.27252,0.8843
456192000,33792,0,0,0,0,0,0,0,0,-0.27252,0.5951
304128000,22528,0,0,0,0,0,0,0,0,-0.27252,0.3059
470016000,52224,0,0,0,0,0,0,0,0,-0.27252,0.7549
340992000,37888,0,0,0,0,0,0,0,0,-0.27252,0.4728
230400000,25600,0,0,0,0,0,0,0,0,-0.27252,0.2311
479232000,53248,0,0,0,0,0,0,0,0,-0.27252,0.775
359424000,39936,0,0,0,0,0,0,0,0,-0.27252,0.5131
239616000,26624,0,0,0,0,0,0,0,0,-0.27252,0.2512
