Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
0,0,61440000,20000,0,164800,0,0,0,0,0,0.081
0,0,122880000,40000,0,164800,0,0,0,0,0,0.0903
0,0,61440000,12800,0,164800,0,0,0,0,0,0.0651
0,0,122880000,25600,0,164800,0,0,0,0,0,0.089
0,0,414720000,82400,0,164800,0,0,0,0,0,0.2398
0,0,622080000,123600,0,164800,0,0,0,0,0,0.4927
0,0,829440000,164800,0,164800,0,0,0,0,0,0.7602
0,0,311040000,61800,0,0,0,0,0,0,0,0.1873
0,0,311040000,60000,0,0,0,0,0,0,0,0.17
