Local Decode(TotalCH*Resolution*FPS),Local Decode(Total Bit Rate),Smart Guard(General Motion)(Total DecodeResolution*FPS),Smart Guard(General Motion)(Total Decode Bit Rate),Live View Connection(Server Total UpLoad Bit Rate),Always Record(Total Record Bit Rate),Metadata,Edge Event,IVS Channel(Resolution*FPS),IVS Channel(Bit Rate),const,Loading Avg
186624000,6144,0,0,0,0,0,0,0,0,0,0.8861
373248000,12288,0,0,0,0,0,0,0,0,0,1.8657
559872000,18432,0,0,0,0,0,0,0,0,0,3.3335
746496000,24576,0,0,0,0,0,0,0,0,0,5.2493
559872000,36864,0,0,0,0,0,0,0,0,0,4.842
684288000,11264,0,0,0,0,0,0,0,0,0,3.2988
870912000,14336,0,0,0,0,0,0,0,0,0,3.4657
1057536000,17408,0,0,0,0,0,0,0,0,0,5.2313
497664000,36864,0,0,0,0,0,0,0,0,0,3.0109
580608000,43008,0,0,0,0,0,0,0,0,0,3.5859
663552000,49152,0,0,0,0,0,0,0,0,0,4.287
718848000,53248,0,0,0,0,0,0,0,0,0,4.5495
801792000,59392,0,0,0,0,0,0,0,0,0,5.3448
294912000,65536,0,0,0,0,0,0,0,0,0,2.629
51840000,2048,0,0,0,0,0,0,0,0,0,0.4274
103680000,4096,0,0,0,0,0,0,0,0,0,0.5542
155520000,6144,0,0,0,0,0,0,0,0,0,0.6411
207360000,8192,0,0,0,0,0,0,0,0,0,0.6744
124416000,8192,0,0,0,0,0,0,0,0,0,0.6611
186624000,12288,0,0,0,0,0,0,0,0,0,0.7626
217728000,14336,0,0,0,0,0,0,0,0,0,0.7172
41472000,4096,0,0,0,0,0,0,0,0,0,0.5396
82944000,8192,0,0,0,0,0,0,0,0,0,0.5943
124416000,12288,0,0,0,0,0,0,0,0,0,0.6978
165888000,16384,0,0,0,0,0,0,0,0,0,1.0744
186624000,18432,0,0,0,0,0,0,0,0,0,0.8481
207360000,20480,0,0,0,0,0,0,0,0,0,0.9282
221184000,32768,0,0,0,0,0,0,0,0,0,2.257
304128000,45056,0,0,0,0,0,0,0,0,0,3.4523
359424000,53248,0,0,0,0,0,0,0,0,0,3.9959
414720000,61440,0,0,0,0,0,0,0,0,0,4.8273
442368000,65536,0,0,0,0,0,0,0,0,0,5.1845
259200000,10240,0,0,0,0,0,0,0,0,0,0.8013
311040000,12288,0,0,0,0,0,0,0,0,0,0.9255
362880000,14336,0,0,0,0,0,0,0,0,0,1.1819
248832000,32768,0,0,0,0,0,0,0,0,0,2.3839
342144000,45056,0,0,0,0,0,0,0,0,0,3.6193
435456000,57344,0,0,0,0,0,0,0,0,0,5.0884
279936000,18432,0,0,0,0,0,0,0,0,0,0.8681
311040000,20480,0,0,0,0,0,0,0,0,0,1.6601
653184000,21504,0,0,0,0,0,0,0,0,0,2.7913
839808000,27648,0,0,0,0,0,0,0,0,0,4.06
933120000,30720,0,0,0,0,0,0,0,0,0,5.0817
